,social_beta,governance_beta,environment_beta
pud,1.7721212121212122,0.4310101010101011,5.301717171717172
worth,1.911875,0.8012500000000002,2.0231250000000003
diversified,,,
summer,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
explore,0.35777777777777775,0.953888888888889,3.098333333333334
antidilutive,-0.946666666666667,-1.381666666666667,-2.156666666666667
characterization,-0.06200000000000001,0.6170000000000002,0.020999999999999554
training,,,
dcaa,0.36631578947368326,-0.3457894736842102,-8.703684210526317
deep,1.0522222222222222,4.087222222222222,5.181666666666665
body,-0.21444444444444413,0.9261111111111112,-3.9516666666666667
lpg,0.16125000000000003,-0.28291666666666676,3.2170833333333326
attractive,-0.5768421052631579,0.2931578947368419,9.219473684210527
var,-0.8773333333333327,-0.371333333333333,2.1779999999999995
junior,0.5838095238095237,-0.10452380952380919,2.174047619047621
fix,-0.2013186813186811,-0.26604395604395575,-3.9209890109890115
scale,,,
comprise,,,
challenging,,,
galveston,-1.2266666666666666,-1.5097979797979793,-1.88959595959596
reinvestment,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
bolt,1.5088888888888885,0.7738888888888885,-6.553888888888889
soil,1.3003921568627446,-0.2566666666666668,3.570784313725492
oral,0.005624999999999736,-0.43000000000000016,0.6731249999999998
evergreen,-0.816,-0.2673333333333331,-1.438
commercially,1.4633333333333334,1.9649999999999999,9.042777777777777
liquidated,-0.09066666666666699,1.2060000000000002,0.36066666666666597
sole,-1.0255555555555558,-0.557222222222222,4.381666666666667
icsid,1.3466666666666671,0.49980392156862746,3.0174509803921583
geomarket,0.576842105263158,-0.29315789473684195,-9.219473684210527
plastic,0.41199999999999987,-0.8929999999999998,-1.1950000000000003
ceased,,,
waiver,3.065263157894735,-0.18052631578947387,-0.11736842105263139
main,,,
mutual,-0.36631578947368315,0.3457894736842101,8.703684210526314
thomas,0.29600000000000043,0.8913333333333332,-0.47666666666666707
sponsor,0.41263157894736746,-1.0331578947368412,-6.2226315789473645
package,,,
feasibility,-1.2839215686274519,-1.562549019607843,-1.2762745098039219
netted,-0.6172549019607845,0.8570588235294123,5.504117647058824
cenovus,-0.033725490196078345,-0.5864705882352944,-1.0531372549019618
parentcompanymember,-1.7119999999999997,-1.237,0.8990000000000002
prepare,3.065263157894735,-0.18052631578947387,-0.11736842105263139
causing,,,
benicia,-0.6133333333333333,-0.15944444444444458,0.5127777777777788
structured,3.065263157894735,-0.18052631578947387,-0.11736842105263139
baker,-0.30333333333333345,-0.8245833333333332,-5.587083333333334
unchanged,,,
naturalgasreservesmember,1.4945833333333327,0.7170833333333327,5.969166666666665
aggregated,-0.45647058823529413,-0.009607843137254457,-2.2409803921568634
conway,-1.3909523809523812,-2.383571428571429,-2.7835714285714297
alabama,-0.4352380952380957,0.37166666666666676,-0.7664285714285712
synergy,-0.7755555555555561,-1.2461111111111107,-5.285000000000001
procurement,-0.231875,-1.5799999999999998,-1.892499999999999
epng,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
mechanical,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
arab,0.6220833333333331,0.40791666666666665,-0.6420833333333336
kuwait,-0.3470707070707073,0.9663636363636363,0.051212121212121084
justify,-0.6956862745098046,0.8374509803921574,5.696274509803923
shipment,-1.0172549019607846,-0.6370588235294117,-3.9390196078431376
continually,3.3494736842105266,3.4299999999999997,7.91421052631579
reduces,,,
challenged,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
rins,-1.3371428571428574,-0.5603296703296702,0.5913186813186819
constructing,-4.987368421052625,-2.422631578947365,-7.706842105263149
pattern,,,
lift,-0.14125000000000013,0.6356250000000004,-3.82375
unauthorized,,,
hugoton,-0.614065934065934,-1.5383516483516477,-2.3493406593406587
minor,0.35777777777777775,0.953888888888889,3.098333333333334
raton,-0.7200000000000002,-0.46882352941176436,-3.3198039215686284
realizable,0.9631372549019606,0.46098039215686304,-1.193921568627451
bottom,0.634666666666666,0.5313333333333334,-1.938
deterioration,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
egyptian,-0.5623809523809523,0.7211904761904763,-0.8978571428571431
actually,3.065263157894735,-0.18052631578947387,-0.11736842105263139
subjective,,,
productivity,2.6968421052631575,1.0721052631578942,1.0615789473684203
verdict,-0.3268686868686868,-1.2376767676767675,-2.399292929292928
crowley,-3.1911111111111117,-2.376111111111111,-4.737222222222222
cautionary,-1.4101098901098899,0.12076923076923117,2.2526373626373624
employ,-2.9366666666666656,-1.1238888888888883,0.7983333333333344
raised,,,
appears,1.2021052631578937,3.766842105263157,2.3563157894736833
crudeoilmember,-0.6479999999999999,0.277,5.447000000000001
gabon,-0.11516483516483526,0.8001098901098902,-1.4658241758241768
underwriting,-1.188125,-1.3924999999999996,0.24187500000000037
recoverability,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
commencement,,,
centennial,-1.5552941176470598,-0.3394117647058827,2.6409803921568646
maritime,-1.0693333333333335,-0.27933333333333354,0.9420000000000005
algeria,0.031999999999999855,-0.11799999999999954,-2.691333333333334
hughes,0.5120000000000001,0.7619999999999999,-4.027333333333334
pool,,,
underwriter,-1.9683516483516488,-2.0132967032967026,-1.5363736263736265
simulation,0.7670588235294113,2.0060784313725493,5.210000000000001
list,1.3133333333333332,0.059444444444444404,4.803888888888888
start,,,
rent,0.09858585858585893,-0.7300000000000001,-2.752222222222222
proportional,-1.1400000000000006,-2.190238095238096,-1.0997619047619045
declaration,0.4299999999999999,-0.13500000000000004,-1.4405555555555563
acting,-1.0144444444444443,-1.3738888888888885,-4.129444444444443
starting,,,
extract,-2.492631578947368,-1.812105263157893,3.7142105263157883
fccl,-0.35222222222222244,-0.676111111111111,3.373888888888888
parsley,-0.2911111111111106,1.5572222222222223,2.7738888888888886
auction,0.9653333333333332,0.40600000000000014,1.8353333333333346
supplement,-0.5768421052631579,0.2931578947368419,9.219473684210527
extending,,,
denmark,0.7265934065934064,1.4198901098901096,-1.23945054945055
impair,-2.4133333333333344,-1.876274509803922,-1.3076470588235292
france,1.8682828282828279,2.316464646464646,1.1164646464646462
cfo,-0.9813333333333332,-1.1620000000000001,-3.89
storm,-4.987368421052625,-2.422631578947365,-7.706842105263149
directed,-1.6610526315789453,0.24052631578947353,-4.138421052631576
affirmed,-0.13882352941176507,-0.16647058823529373,5.213921568627453
output,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
mbd,0.2603921568627452,0.025294117647058818,2.723333333333335
develops,-0.05999999999999975,-0.01749999999999997,-3.154999999999999
sustaining,-1.9413333333333338,-1.7966666666666666,-2.2340000000000004
tceq,-1.306,-0.971,1.6110000000000007
volumetric,-0.3443749999999997,-0.3706250000000002,3.0075000000000003
enables,2.1466666666666665,-0.5183333333333333,0.19277777777777838
securitization,-1.6154166666666665,-2.346249999999999,-4.3879166666666665
subpoena,0.8299999999999997,-0.45100000000000035,-2.689
santa,-0.23761904761904792,0.24547619047619035,4.543095238095239
usage,-0.5768421052631579,0.2931578947368419,9.219473684210527
ground,0.03372549019607848,0.586470588235294,1.0531372549019613
contaminated,-2.2349999999999994,-1.2799999999999994,-4.498749999999999
steven,0.8195833333333331,-0.5433333333333338,0.2962500000000003
ninth,-1.9068131868131872,-0.8902197802197802,-1.2704395604395606
tgp,-3.3855555555555554,-1.7149999999999996,-4.114999999999999
accuracy,2.5284210526315785,1.6510526315789467,-0.05421052631579065
preference,0.324375,0.22937500000000002,0.9825000000000006
accrues,-0.6079999999999999,-0.23666666666666666,2.696666666666667
subsidy,3.065263157894735,-0.18052631578947387,-0.11736842105263139
rotary,1.285333333333333,0.8153333333333331,-2.6593333333333335
press,0.5386666666666667,1.3286666666666667,-1.2633333333333336
stored,0.4712499999999999,-0.06124999999999994,2.591875
presence,-4.987368421052625,-2.422631578947365,-7.706842105263149
stay,0.22444444444444422,-0.26833333333333326,5.120555555555556
took,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
alpine,-0.22980392156862736,-1.0100000000000002,0.6723529411764714
purchasing,3.3494736842105266,3.4299999999999997,7.91421052631579
cfr,-0.7387499999999999,0.2608333333333332,-0.6266666666666663
unapproved,-0.6023529411764711,-0.9041176470588237,-5.849215686274512
geomarkets,0.576842105263158,-0.29315789473684195,-9.219473684210527
triggering,0.5306249999999998,-0.7112500000000002,-0.7112500000000004
satisfaction,,,
pilot,-0.4986666666666668,0.3020000000000002,3.1846666666666668
seniornotesmember,-1.1127272727272728,-1.4235353535353537,1.8532323232323233
atlantic,-0.3859340659340661,0.0724175824175825,2.4526373626373634
andx,-2.6968421052631593,-1.072105263157895,-1.061578947368421
la,0.2906666666666662,0.49666666666666676,-0.3006666666666666
wind,-1.4564705882352942,-0.27627450980392176,0.2884313725490189
positively,1.0062745098039214,-0.8684313725490197,-0.2056862745098036
creditor,-1.538666666666667,-0.47133333333333316,3.096666666666667
expanding,,,
commission,-1.4977777777777774,-2.507222222222222,-2.8294444444444435
secondary,-0.3679999999999999,0.23000000000000007,7.254000000000001
liquefaction,0.017999999999999707,0.049000000000000155,-2.449
legacy,0.6133333333333333,0.1594444444444447,-0.5127777777777789
composition,-1.6525490196078438,-1.068431372549019,4.4766666666666675
specification,-2.1033333333333326,-1.7016666666666662,-3.812777777777776
bridge,-0.6488888888888892,-1.9259595959595959,-1.0067676767676765
recourse,-1.7162499999999994,-1.7112499999999993,-1.4924999999999995
motiva,-1.6806250000000003,-0.9481249999999994,-0.020000000000000004
subsidiariesnotes,-2.012380952380952,-1.7811904761904764,0.05928571428571443
juan,-0.5107692307692309,-0.026263736263736445,1.2418681318681313
moved,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
prolonged,,,
acceleration,-1.4715789473684193,-3.401578947368419,-4.44368421052631
timothy,-0.9366666666666665,0.3483333333333336,1.14625
equilon,-1.1670588235294121,-0.5747058823529411,-0.045294117647059165
lieu,3.065263157894735,-0.18052631578947387,-0.11736842105263139
especially,,,
fitch,-1.7200000000000004,-1.711,0.657
latest,1.9827450980392154,0.1982352941176469,-1.1115686274509795
payroll,1.0062745098039214,-0.8684313725490197,-0.2056862745098036
geologic,0.8639999999999998,0.6886666666666671,2.683333333333335
fell,0.6244444444444439,-0.7961111111111111,-2.062777777777778
ratably,-0.5440000000000003,-1.5886666666666667,-0.7539999999999997
proceed,,,
commonly,-1.6610526315789453,0.24052631578947353,-4.138421052631576
almost,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
spare,0.28043956043956053,-0.4592307692307697,-2.672417582417583
tier,-2.5400000000000014,-2.3021428571428593,-4.5307142857142875
tennessee,-1.4751515151515153,-1.871414141414141,-0.22898989898989883
anderson,-0.6845833333333333,-0.6037500000000005,0.5795833333333333
mmbbl,0.8862499999999999,0.21291666666666642,3.7045833333333325
home,,,
integrate,1.2547368421052627,1.5142105263157883,-3.348947368421051
ryder,-0.6228571428571428,-0.4350549450549451,0.3407692307692308
suite,1.693333333333334,0.09547619047619013,-2.2497619047619053
unadjusted,0.22666666666666646,-0.7113333333333337,4.523333333333334
connect,-0.8381250000000003,-0.9456249999999997,1.4824999999999997
underway,,,
valley,0.5093333333333333,0.15799999999999975,3.430000000000001
reversed,,,
eur,1.3413333333333337,0.1886666666666663,-2.5580000000000003
blendstocks,-1.0650000000000004,-0.2012500000000002,3.0081250000000006
top,,,
attributed,-4.987368421052625,-2.422631578947365,-7.706842105263149
like,-0.5768421052631579,0.2931578947368419,9.219473684210527
pscs,0.9859340659340662,1.751758241758242,5.507802197802199
slowdown,-3.6255555555555548,-1.979444444444444,-6.068333333333334
classify,0.3552941176470586,-0.8096078431372554,-0.6566666666666675
hemisphere,0.5529166666666666,0.6629166666666666,-3.557916666666667
entirely,,,
amend,-0.5768421052631579,0.2931578947368419,9.219473684210527
appearing,0.018888888888888726,-0.08499999999999955,1.9316666666666662
uncompleted,1.0824999999999998,0.24541666666666634,-0.5858333333333334
treaty,1.4250549450549448,2.024065934065934,2.859230769230769
contentspart,-0.009166666666666781,0.08916666666666681,1.455833333333334
nevada,-0.21454545454545473,-1.8633333333333335,-4.932020202020203
undue,-0.08799999999999981,-0.5829999999999997,-3.6370000000000005
imposition,1.2547368421052627,1.5142105263157883,-3.348947368421051
followed,,,
deteriorate,,,
faith,0.016263736263736055,-0.5781318681318679,0.5427472527472537
krone,0.4542857142857143,0.7688095238095239,-2.3478571428571438
granting,-0.21725490196078392,-0.5743137254901968,0.3394117647058827
rod,-0.13458333333333355,0.10458333333333307,-2.1725000000000003
manufacturer,-0.2760784313725495,-1.5076470588235302,-0.8723529411764711
cad,-0.25333333333333313,0.38374999999999976,1.8004166666666668
intellectual,1.1063736263736261,1.336153846153846,2.8965934065934063
carefully,0.6244444444444439,-0.7961111111111111,-2.062777777777778
mentioned,-1.0144444444444443,-1.3738888888888885,-4.129444444444443
consecutive,,,
designate,-1.2756249999999993,-0.9206250000000001,-0.7143749999999991
minimal,-0.2564705882352944,0.1707843137254903,1.8452941176470596
enactment,-1.6610526315789453,0.24052631578947353,-4.138421052631576
ltd,0.2959999999999999,0.7926666666666667,-1.8126666666666666
becoming,1.0021052631578944,-0.8015789473684208,0.4826315789473688
rejection,-0.10083333333333372,-0.7899999999999998,2.3058333333333336
iran,0.8300000000000001,1.2712500000000002,-2.7995833333333335
affair,0.3022222222222219,-1.051666666666666,1.8983333333333337
injunction,1.0633333333333335,-1.0516666666666659,-4.335
russian,0.684583333333333,0.6370833333333332,-1.0837500000000004
passed,1.2547368421052627,1.5142105263157883,-3.348947368421051
rcra,0.17999999999999963,-0.15700000000000008,0.9450000000000008
extends,,,
syndicated,-1.706373626373626,-0.6768131868131866,-1.5537362637362637
credited,3.065263157894735,-0.18052631578947387,-0.11736842105263139
steam,0.1790476190476188,-0.8640476190476197,1.9811904761904768
cyber,-0.4026666666666667,0.16600000000000045,0.5339999999999995
ordered,-1.8821052631578938,-1.3278947368421048,-3.7910526315789466
logging,0.8123076923076923,0.9869230769230768,-1.3757142857142857
associate,-0.6533333333333334,-0.15722222222222168,0.1927777777777786
channel,-3.508888888888888,-1.151666666666666,-6.251666666666665
railcar,-2.002424242424242,-1.40070707070707,1.5164646464646465
reportablelegalentitiesmember,-1.3056249999999998,-1.9887500000000002,1.2143750000000002
artificial,1.1066666666666667,1.1326262626262629,-1.2815151515151522
extracted,-0.46945054945054954,-0.7803296703296702,1.8064835164835173
kcc,-1.2021052631578943,-3.766842105263159,-2.356315789473685
fault,-1.5093333333333339,-1.6153333333333337,-2.2260000000000004
amerada,-0.6575000000000001,1.092083333333333,2.429583333333332
soon,,,
contractually,1.7317647058823529,1.1237254901960785,3.810000000000001
miller,1.1135353535353527,-1.051818181818182,-1.3750505050505049
pertain,,,
competing,1.0021052631578944,-0.8015789473684208,0.4826315789473688
argument,-0.626666666666667,-0.826,1.515333333333334
otherpostretirementbenefitplansdefinedbenefitmember,-1.0213333333333334,-1.3940000000000001,-0.4926666666666671
biofuels,-1.925656565656565,-0.6572727272727271,2.8619191919191915
virgin,-2.1466666666666665,0.5183333333333335,-0.1927777777777785
choose,0.8966666666666665,-0.8072222222222221,-0.5461111111111113
disciplined,-0.6878431372549021,-0.554705882352941,-0.04882352941176491
giving,,,
tsr,0.30464646464646467,0.9346464646464644,0.4376767676767673
plugging,1.4740000000000004,1.4609999999999999,3.785
decided,,,
blended,-0.7749450549450555,-0.07703296703296672,1.3207692307692316
mobile,-0.7386666666666666,-0.5246666666666667,-1.5860000000000005
